gene,log2FoldChange
SMU_1988c,-4.611660822
SMU_1989,-3.91938154
SMU_198c,-1.959515071
SMU_1990,-4.796271423
SMU_1991,-3.2147723
SMU_1992,-2.938599455
SMU_1993,-7.24360677
SMU_1994,-7.829088444
SMU_1995c,-4.060541542
SMU_1996,-1.342577039
SMU_1997,-2.332474444
SMU_1999c,-1.669909535
SMU_199c,-2.028224648
SMU_20,-0.485886357
SMU_2000,
SMU_2001,0
SMU_2002,-3.169925001
SMU_2003,
SMU_2003a,
SMU_2004,1.584962501
SMU_2005,-1
SMU_2006,-1.632268215
SMU_2007,
SMU_2008,
SMU_2009,
SMU_200c,-2.015133304
SMU_2010,
SMU_2011,-1
SMU_2012,
SMU_2014,
SMU_2015,1
SMU_2016,
SMU_2017,-1
SMU_2018,
SMU_2019,
SMU_201c,-2.876376865
SMU_2020,
SMU_2021,0
SMU_2022,
SMU_2023c,
SMU_2024c,0
SMU_2025,
SMU_2026c,
SMU_2027,-1.82760891
SMU_2028,-0.985794849
SMU_2029,-1.506448842
SMU_202c,-2.260115881
SMU_2030,-3.461447964
SMU_2031,
SMU_2032,-2
SMU_2033c,-2.157356716
SMU_2035,-1.808726233
SMU_2036,-2.775451275
SMU_2037,-1.680119734
SMU_2038,-1.672911788
SMU_2040,-2.124506418
SMU_2042,-1.176276138
SMU_2043c,-1.750743636
SMU_2044,-1.543666084
SMU_2046c,-2.375952017
SMU_2047,-2.112771164
SMU_2048,-1.499760178
SMU_2049c,-1.675695451
SMU_204c,-2.341965848
SMU_2050c,-1.696404036
SMU_2052c,-1.714777491
SMU_2053c,-1.658491536
SMU_2054c,-0.6125502
SMU_2055,-3.442320803
SMU_2056,-3.937335965
SMU_2057c,-2.794452215
SMU_2058,-2.07058407
SMU_2059c,-2.251530607
SMU_205c,-2.666921217
SMU_2060,-2.256934643
SMU_2061,-2.860739779
SMU_2063,-1.86709349
SMU_2064c,-2.393868152
SMU_2065,-2.440251022
SMU_2066c,-1.895421815
SMU_2067,-3.126941831
SMU_2069,-2.093185558
SMU_206c,-2.535209466
SMU_2070,-1.86754045
SMU_2071,-2.421925357
SMU_2072c,-3.082075712
SMU_2073c,-3.250961574
SMU_2074,-2.884370976
SMU_2075c,-2.184113075
SMU_2076c,-2.455003907
SMU_2077c,-3.235888264
SMU_2078c,-3.882643049
SMU_2079c,-6.882643049
SMU_207c,-1.510002356
SMU_2080,-2.024837282
SMU_2081,-3.948963116
SMU_2083c,-2.240590206
SMU_2084c,-7.704595348
SMU_2085,-8.876078371
SMU_2086,-4.13876407
SMU_2087,-3.01282404
SMU_2088,-7.627898616
SMU_2089,-2.002074527
SMU_208c,-2.200371344
SMU_2090c,-4.285402219
SMU_2091c,-2.010821249
SMU_2092c,-0.309085542
SMU_2093,-3
SMU_2094c,-2.839296647
SMU_2096c,-4.080627211
SMU_2097,-3.269866439
SMU_2098,-2.371968777
SMU_2099c,-2.200689517
SMU_209c,-2.500450433
SMU_21,-1.373737601
SMU_2100c,-2.035345025
SMU_2101,-2.716565651
SMU_2102,
SMU_2104,-2.135204568
SMU_2104a,-8.321928095
SMU_2105,-2.527477006
SMU_2106c,-3.294853694
SMU_2107c,-3.190368391
SMU_2108c,-2.120950708
SMU_2109,-0.971989792
SMU_210c,-2.523561956
SMU_2111c,-3.030672235
SMU_2112,-2.251923201
SMU_2113c,-1.520030953
SMU_2114c,-1.763374597
SMU_2115,-2.049682808
SMU_2116,-2.094398805
SMU_2117,-1.885708955
SMU_2118,-1.896678927
SMU_2119,-1.525898089
SMU_211c,-2.641099538
SMU_2120c,-1.44278538
SMU_2121c,-1.381850818
SMU_2123,-1.238355598
SMU_2124,0.119695066
SMU_2125,-0.90263005
SMU_2126c,-1.048045537
SMU_2127,-3.250931565
SMU_2128,-8.965509459
SMU_2129c,-3.192345285
SMU_212c,-2.276686506
SMU_2130,-2.78522302
SMU_2131,-4.68182404
SMU_2133c,-2.651562947
SMU_2134,-1.31410859
SMU_2135c,-2.169925001
SMU_2136c,-1.891208973
SMU_2137c,-7.485829309
SMU_2138,-2.988684687
SMU_2139c,-2.069454334
SMU_213c,-2.496581903
SMU_2142,-2.552246926
SMU_2143c,-1.253756592
SMU_2146c,-2.204596838
SMU_2147c,-1.630801689
SMU_2148c,-2.64385619
SMU_2149c,-1.736965594
SMU_214c,-2.099236948
SMU_2150c,-3.201633861
SMU_2151,
SMU_2152c,-1.839214978
SMU_2153c,-3.279379209
SMU_2154c,-3.090516028
SMU_2155,-2.978329996
SMU_2156,-5.738419191
SMU_2157,-2.308600563
SMU_2158c,-0.830074999
SMU_2159,-2.797214593
SMU_215c,-2.722466024
SMU_2160,-2.656785253
SMU_2161c,-2.549113978
SMU_2162c,-2.127034028
SMU_2164,-1.369429748
SMU_2165,-3.310148328
SMU_2166,
SMU_2167,-2.777607579
SMU_216c,-1.960018315
SMU_217c,-2.502095203
SMU_218,
SMU_219,-1.669231418
SMU_22,
SMU_220c,-2.425072093
SMU_221c,-2.623105656
SMU_222c,-2.662589066
SMU_223c,-2.592824618
SMU_224c,-2.882057944
SMU_225c,-2.451874267
SMU_226c,-2.469769762
SMU_227c,-2.6951415
SMU_228,-5.824428435
SMU_229,-5.699372241
SMU_23,-1.584962501
SMU_231,-3.669707517
SMU_232,-3.336703448
SMU_233,-8.404159035
SMU_234,-2.789757962
SMU_235,-2.211747698
SMU_236c,-2.723805814
SMU_237c,-2.136438074
SMU_238c,-2.220813462
SMU_239c,-2.720386926
SMU_24,-0.038474148
SMU_241c,-4.58052636
SMU_242c,-3.35034667
SMU_243,-3.132740081
SMU_244,-3.299560282
SMU_245,-3.118606224
SMU_246,-3.270528942
SMU_247,-9.251482411
SMU_248,-8.840414814
SMU_249,-9.405528297
SMU_25,-7.636141225
SMU_250,
SMU_251,-6.887572135
SMU_252,-2.042815664
SMU_253,-1.979331302
SMU_255,-1.500772265
SMU_256,-1.74090631
SMU_257,-0.278073233
SMU_258,-1.876293959
SMU_259,-2.383552725
SMU_26,-7.403012024
SMU_260,-2.021139996
SMU_261c,-2.018846312
SMU_262,-1.791018498
SMU_263,-1.698287096
SMU_264,-2.287984901
SMU_265,-2.227416716
SMU_267c,-1.828772339
SMU_268,-2.442842583
SMU_27,
SMU_270,-2.959358016
SMU_271,-2.113921293
SMU_272,-3.003168273
SMU_273,-2.645494685
SMU_274,-1.720202594
SMU_275,-2.034765418
SMU_276c,-2.762059857
SMU_277,-2.212603104
SMU_278,-2.52833931
SMU_279,0.24668515
SMU_28,-2.574028339
SMU_281,-2.744302752
SMU_283,-1.936986063
SMU_284,-2.075903582
SMU_285,-1
SMU_286,-2.182408013
SMU_287,-1.349598252
SMU_289,-1.775919854
SMU_29,-4.913149586
SMU_290,-2.005756063
SMU_291,-4.658211483
SMU_292,-3.636997088
SMU_293,-2.780016709
SMU_294,-3.235938953
SMU_295,-2.286051059
SMU_296,-2.4831981
SMU_297,-2.337831436
SMU_298,-2.586769257
SMU_299c,-2.119336905
SMU_30,-3.284093557
SMU_300,-1.176060578
SMU_301,-2.526192494
SMU_302,-2.412636061
SMU_303,-3.477606846
SMU_304,-10.46250227
SMU_305,-2.041153799
SMU_307,1
SMU_308,-1.250879517
SMU_309,-0.825368392
SMU_31,-3.557090555
SMU_310,-1.682661735
SMU_311,-1.934638337
SMU_312,-2.713002351
SMU_313,-2.335073471
SMU_314,-2.426897654
SMU_317,-9.714245518
SMU_318,-3.604106218
SMU_32,-2.592290491
SMU_320,-3.374863846
SMU_321,-3.862396286
SMU_322c,
SMU_323,
SMU_325,-9.290018847
SMU_326,-2.487651492
SMU_327,-2.334727755
SMU_328,-2.259867127
SMU_329,-2.444013884
SMU_33,-3.226148464
SMU_330,0
SMU_331,1.189695384
SMU_332,-2.905140814
SMU_333,-2.995963758
SMU_334,-2.525759462
SMU_335,-1.859127313
SMU_336,0.553832603
SMU_337,0.010441006
SMU_338,-2.20483131
SMU_339,-1.826231575
SMU_34,-2.579984825
SMU_340,
SMU_341,-3.072517265
SMU_342,-3.893971691
SMU_343,-3.513918576
SMU_344,-5.791524693
SMU_345c,-2.364462139
SMU_346,-2.935893217
SMU_348,-3.946560741
SMU_349,-4.85865311
SMU_35,-3.01222903
SMU_350,-3.617693703
SMU_351,-5.333718693
SMU_352,-5.087462841
SMU_353,-3.662965013
SMU_354,-3.748938236
SMU_355,-1.826407665
SMU_356,-2.173253019
SMU_357,0
SMU_358,
SMU_359,-0.263034406
SMU_36,-2.900335509
SMU_360,0
SMU_361,-1.321928095
SMU_362,-3.413810687
SMU_363,-4.144238358
SMU_364,-11.27583351
SMU_365,-2.305028353
SMU_366,-2.71295812
SMU_367,-2.393147972
SMU_368c,-2
SMU_369c,-3.754887502
SMU_37,-3.314378653
SMU_370,-3.870720859
SMU_371,-2.642336764
SMU_372,-3.016534517
SMU_373,-2.29034827
SMU_374,-2.602158116
SMU_375,-2.145993533
SMU_376,-1.45897243
SMU_378,-2.898853277
SMU_379,-4.135610637
SMU_381c,-2.06511892
SMU_382c,-2.423862264
SMU_383c,-1.680599219
SMU_384,-4.0671987
SMU_385,-7.184875343
SMU_386,-2.301705554
SMU_387,-3.269881347
SMU_388,-2.646944372
SMU_389,-2.410283969
SMU_38c,-2.068452361
SMU_39,-2.871362503
SMU_390,-2.387023123
SMU_391c,-2.717157113
SMU_392c,-2.352257705
SMU_393,
SMU_394c,-1.678071905
SMU_395,-2.245303795
SMU_396,-5.178337241
SMU_399,-2.986569285
SMU_40,-1.619799368
SMU_400,-2.276753584
SMU_401c,-2.494547205
SMU_402,-2.200166866
SMU_403,-2.070569789
SMU_404c,-2.474217978
SMU_405c,-2.126954962
SMU_406c,-1.912299018
SMU_407,-2.004021452
SMU_408,-1.846112822
SMU_409,-6.101538026
SMU_41,-2.391730126
SMU_410,-5.982024926
SMU_411c,-2.137934887
SMU_412c,-2.086783766
SMU_413,-2.45341202
SMU_414,-2.418681328
SMU_415,
SMU_416,-2.965047401
SMU_417,
SMU_418,0
SMU_419,0
SMU_42,-1.625166155
SMU_420,-5.845490051
SMU_421,1.807354922
SMU_422,-5.977279923
SMU_423,-0.790201208
SMU_424,-2.704154815
SMU_426,-1.439230656
SMU_427,-1.662649911
SMU_428,-1.901754616
SMU_429c,-1.845377606
SMU_43,-3.155219411
SMU_431,-1.937415463
SMU_432,-2.035155055
SMU_433,-1.900079762
SMU_434,-8.259743264
SMU_435,-2.099067239
SMU_436c,
SMU_437c,
SMU_438c,-2.628308107
SMU_439,-2.7103275
SMU_44,-2.424096131
SMU_440,-2.41454737
SMU_441,-2.849934711
SMU_442,-2.092420931
SMU_444,-4.235888264
SMU_445,
SMU_446,0
SMU_447,-2.331676071
SMU_448,-2.259248494
SMU_449,-2.318299374
SMU_45,-1.789292157
SMU_450,-2.639450611
SMU_451,-1.166480992
SMU_453,-3.732512065
SMU_454,-7.303780748
SMU_455,0
SMU_456,1.678071905
SMU_457,-4.046293652
SMU_458,-1.779874186
SMU_459,-2.702604663
SMU_46,-2.341402302
SMU_460,-3.533481754
SMU_461,-3.671593098
SMU_462,-7.249282793
SMU_463,0.349942471
SMU_464,-6.544320516
SMU_465,-2.321928095
SMU_466,0.685734267
SMU_467,-4.176588732
SMU_469,-9.347621369
SMU_47,-2.823500359
SMU_470,-1.633153576
SMU_471,0
SMU_472,-2.568486147
SMU_473,-2.388963988
SMU_474,-1.712796169
SMU_475,-5.451004998
SMU_478,0
SMU_479,
SMU_48,-3.316394417
SMU_480,-8.811374694
SMU_481,1.321928095
SMU_482,-3.516887569
SMU_483,-9.555228202
SMU_484,-6.191383948
SMU_485,-3.302886529
SMU_486,-5.253361953
SMU_487,-4.385479993
SMU_488,-4.362482193
SMU_489,-5.299560282
SMU_49,-3.095157233
SMU_490,-2.549117302
SMU_491,-2.596713206
SMU_493,-2.629004941
SMU_494,-3.833827133
SMU_495,-2.358332545
SMU_496,-2.047324993
SMU_497c,-2.575533839
SMU_498,-2.793516015
SMU_499,-2.825602913
SMU_50,-3.697172004
SMU_500,-1.076947106
SMU_501,-2.205189674
SMU_502,-2.44007117
SMU_503c,-3.372132302
SMU_504,-4.783349459
SMU_505,-2.085038004
SMU_506,-2.893600394
SMU_507,-2.417879129
SMU_508,-2.315109516
SMU_509,-2.553997889
SMU_51,-3.123122494
SMU_510c,-2.280223063
SMU_512c,-3.70093177
SMU_513,-2.802232689
SMU_514,-2.125917819
SMU_515,-2.109976591
SMU_516,-5.231893162
SMU_517,3.700439718
SMU_518,-2.102137895
SMU_52,-3.473715845
SMU_520,-1.604901663
SMU_521,-1.844776604
SMU_522,-1.276080292
SMU_523,-1.270494494
SMU_524,-1.722934268
SMU_525,-2.020095759
SMU_526c,-2.982830868
SMU_527,0.333087058
SMU_528c,-2.853176354
SMU_529,-3.046214555
SMU_53,-1.773317341
SMU_530c,-2.248454312
SMU_531,-3.357041948
SMU_532,-2.210109153
SMU_533,-3.189012154
SMU_534,-2.792716558
SMU_535,-2.732889983
SMU_536,-3.561171937
SMU_537,-1.912782646
SMU_538,-2.510796482
SMU_539c,-1.248305232
SMU_54,-2.497499659
SMU_540,
SMU_541,-1.044143872
SMU_542,-0.524334081
SMU_543,-1.462693176
SMU_545,-2.646292489
SMU_546,-4.908204953
SMU_547,-0.750130053
SMU_548,0.263034406
SMU_549,-1.637429921
SMU_55,-2.68237002
SMU_550,-4.153424513
SMU_551,2.321928095
SMU_552,-11.86930466
SMU_553,-3.885943657
SMU_554,-5.285402219
SMU_555,-1.537869793
SMU_556,-1.538041453
SMU_557,-4.073248982
SMU_558,-1.959358016
SMU_56,-2.925521784
SMU_560c,-4.743986022
SMU_561c,-1.079118717
SMU_562,-2.485279395
SMU_563,-2.739477486
SMU_564,-2.696470816
SMU_565c,
SMU_566c,
SMU_567,-2.058273042
SMU_568,-2.982536094
SMU_569,-0.432323557
SMU_570,-1.132137788
SMU_571,-2.054330601
SMU_572,-7.472925113
SMU_573,-2.275563591
SMU_574c,-1.979565475
SMU_575c,-2.549862454
SMU_576,-2.068018423
SMU_577,-2.210712904
SMU_58,-2.816277523
SMU_580,-5.046717674
SMU_581,-3.571541985
SMU_582,-4.197271309
SMU_583,-2.029747343
SMU_584,-3.222392421
SMU_585,-3.226790417
SMU_586,-5.636243006
SMU_587,-3.327533522
SMU_588,-3.101457986
SMU_589,-1
SMU_59,-3.28636691
SMU_590c,-0.915111102
SMU_591c,-1.991966027
SMU_592c,-0.66568109
SMU_593,-1.194161967
SMU_594,-0.821345122
SMU_595,2.739956845
SMU_596,
SMU_597,-0.66271073
SMU_598,-8.896836931
SMU_599,-2.854149134
SMU_60,-2.527199514
SMU_600c,-2.06401026
SMU_602,-2.502974744
SMU_603,0.807354922
SMU_604,-3.413968757
SMU_605,-2.190357223
SMU_606,-1.890498008
SMU_607,-2.047375933
SMU_608,-4.4152778
SMU_609,-1.443567982
SMU_61,-1.618683584
SMU_610,-2.5347863
SMU_611,-6.036723106
SMU_613,-4.006803395
SMU_614,-2.646162657
SMU_616,-2.712121523
SMU_618,-6.05166212
SMU_620,-1.770031708
SMU_621c,-2.189714557
SMU_622c,-2.331115016
SMU_623c,-2.151735903
SMU_624,-2.857980995
SMU_625,-2.964967984
SMU_626,-2.58766165
SMU_627,-0.856953382
SMU_628,0.192645078
SMU_629,1.321928095
SMU_630,-2.091838241
SMU_631,-2.541482991
SMU_632,-2.053754966
SMU_633,-2.259693257
SMU_634,-2.056837902
SMU_635,-3.132930794
SMU_636,-2.532175086
SMU_637c,-2.756040275
SMU_638,-2.501052033
SMU_639,-2.041708565
SMU_63c,-1.67740104
SMU_64,-7.417852515
SMU_640c,-2.291747993
SMU_641,-2.785680879
SMU_642,-2.233988322
SMU_643,-2.39547258
SMU_644,-2.426772315
SMU_645,-1.737972799
SMU_646,-2.612870267
SMU_647,-2.341794437
SMU_648,-1.835158601
SMU_649,-2.619119511
SMU_65,-5.0583387
SMU_650,-1
SMU_651c,-1.934633225
SMU_652c,-2.04841335
SMU_653c,-2.093782146
SMU_654,-2.002249642
SMU_655,-1.801743499
SMU_656,-2.194777117
SMU_657,-2.426264755
SMU_658,-1.805819868
SMU_659,-2.537088947
SMU_66,-4.718715649
SMU_660,-1.935583272
SMU_661,-2.130730295
SMU_662,-1.100021194
SMU_663,-2.400033911
SMU_664,-2.24966346
SMU_665,-2.71001013
SMU_666,-2.464886049
SMU_667,
SMU_668c,0.678071905
SMU_669c,-3.272215882
SMU_67,-3.672287792
SMU_670,-3.321687826
SMU_671,-2.263359496
SMU_672,-2.33878138
SMU_673,-1.487438695
SMU_674,
SMU_675,1
SMU_676,-7.06608919
SMU_677,-3.094517599
SMU_678,-2.272424152
SMU_679,-3.272942308
SMU_68,-4.196397213
SMU_680,-2.043097315
SMU_681,-4.116433595
SMU_682,-2.935247257
SMU_683,-2.818450033
SMU_684,-2.662148316
SMU_685,-5.580019451
SMU_687c,-3.399930607
SMU_688,-0.907832386
SMU_689,-2.83177024
SMU_690,-2.566110134
SMU_691,-2.464448568
SMU_692,-3.053247126
SMU_694c,-1.786939086
SMU_695,-3.429684275
SMU_696,-6.475733431
SMU_697,0
SMU_698,-5.357552005
SMU_699,0
SMU_70,-1.632268215
SMU_700c,-1.831063968
SMU_701c,-2.979055135
SMU_702c,-1.634616735
SMU_703c,-2.744046555
SMU_704c,-2.802887794
SMU_706c,-4.808658759
SMU_707c,-3.115799788
SMU_709,-2.69054358
SMU_71,-4.131244533
SMU_711,-3.158341924
SMU_712,-0.807354922
SMU_713,0.362570079
SMU_714,
SMU_715,
SMU_716,-3
SMU_717,-0.567772739
SMU_718c,-2.919152003
SMU_719c,-2.368242258
SMU_72,-2.586670843
SMU_720,-3.174884726
SMU_721,-2.247373164
SMU_722,-2.373607273
SMU_723,-7.183635381
SMU_724,-2.270939604
SMU_725c,-2.057453044
SMU_727,-2.619572417
SMU_728,-1.512989771
SMU_73,-3.440357472
SMU_730,-1.517884596
SMU_731,-2.148427058
SMU_732,-1.651721703
SMU_734,-0.891293741
SMU_735,-1.781675713
SMU_737,-1.484142148
SMU_738,
SMU_739c,-1.265644316
SMU_74,-2.852284265
SMU_741,-1.524074282
SMU_742,-2.416468035
SMU_743,-6.002887123
SMU_744,-4.888743249
SMU_745,-1.455897266
SMU_746c,-3.263579363
SMU_747c,-3.711345788
SMU_748,-1.396517411
SMU_75,-2.237879684
SMU_750c,-2.402437462
SMU_751,-2.926551386
SMU_752,-2.885899699
SMU_753,-1.492744831
SMU_754,-2.584962501
SMU_755,-6.456354415
SMU_756,-5.222991423
SMU_757,-4.034919984
SMU_758c,-2.976927574
SMU_759,-2.635285815
SMU_76,-2.022587069
SMU_761,-2.995053298
SMU_764,-1.833754748
SMU_765,-2.168618128
SMU_766,
SMU_767,
SMU_768c,-2.600970377
SMU_769,-2.539911666
SMU_770c,-1.684209591
SMU_771c,-2.479167837
SMU_772,-2.570464941
SMU_773c,
SMU_774,-8.410043592
SMU_775c,-2.977681621
SMU_776,-3.236786956
SMU_777,2
SMU_778,-0.415037499
SMU_779,0.584962501
SMU_78,-2.209503938
SMU_780,
SMU_781,-3.48112669
SMU_782,-2.686500527
SMU_784,-3
SMU_785,0.584962501
SMU_786,-2.165363837
SMU_787,-2.447480796
SMU_788,-2.299039803
SMU_789,-1.8413674
SMU_79,-2.148405052
SMU_790,-2.586884813
SMU_791c,-1.881687119
SMU_793,-2.089183701
SMU_794,-2.650591169
SMU_795,-2.255340014
SMU_796,-1.6208678
SMU_797,-1.684148896
SMU_798c,-1.89566334
SMU_799c,-4.087462841
SMU_80,-5.671010241
SMU_800,-3.667424661
SMU_801,-3.169925001
SMU_802,-7.209453366
SMU_803c,-3.030681731
SMU_804,-2.943924076
SMU_805c,-2.65195202
SMU_806c,-2.813872975
SMU_807,-2.086030683
SMU_809,-3.485074779
SMU_81,
SMU_811,-2.529338052
SMU_812,-1.972460976
SMU_813,-2.612586282
SMU_814,-2.277621942
SMU_815,-1.780303598
SMU_816,-2.324161369
SMU_817,-2.474961317
SMU_818,
SMU_819,-2.348941047
SMU_82,-6.977279923
SMU_820,-2.625940992
SMU_821,0
SMU_822,
SMU_823,-3.07384903
SMU_824,-1.807354922
SMU_825,-7.562242424
SMU_826,-2.093976148
SMU_827,-0.584962501
SMU_828,-2.200819009
SMU_829,-2.06608919
SMU_83,-6.438197784
SMU_830,-0.152003093
SMU_831,-8.413023406
SMU_832,-6.787785084
SMU_833,-5.490150956
SMU_834,-4.051821043
SMU_835,-3.1725556
SMU_836,-2.337228152
SMU_837,-3.082848119
SMU_838,-1.712739478
SMU_839,-2.441701085
SMU_84,-4.034269902
SMU_840c,-2.569145795
SMU_841,-0.085848547
SMU_842,-0.354279742
SMU_843,-1.221215576
SMU_844,-1.446446204
SMU_845,-2.27497191
SMU_846,-3.459431619
SMU_847c,-2.974004791
SMU_848,-3.968818345
SMU_849,
SMU_85,-2.931318796
SMU_850,-2.370985244
SMU_851,-1.762459972
SMU_852,-5.420662048
SMU_853,-2.508831432
SMU_854,-2.968445266
SMU_855,-6.272500192
SMU_856,-6.244760234
SMU_857,-6.293015403
SMU_858,-4.558267634
SMU_859,-6.990899533
SMU_86,-2.542448415
SMU_860,-9.424166289
SMU_862,-2.197407588
SMU_863,3.622651839
SMU_864,-1.718263403
SMU_865,
SMU_866,-2.481651783
SMU_867,-4.200951897
SMU_868,0.321928095
SMU_869,-1
SMU_87,-2.5516326
SMU_870,-2.115958388
SMU_871,-6.219953376
SMU_872,-2.504264441
SMU_873,-0.455859888
SMU_874,-2.430997607
SMU_875c,
SMU_876,-0.470088543
SMU_877,-2.667778011
SMU_878,-2.313436371
SMU_879,-2.614237423
SMU_880,-2.149917084
SMU_881,-2.232351448
SMU_882,-3.133142212
SMU_883,-2.297813677
SMU_885,-1.598558357
SMU_886,-2.577577574
SMU_887,-2.650083494
SMU_888,-2.432180572
SMU_889,-3.191805156
SMU_88c,-2.172279141
SMU_890,-1.949685535
SMU_891,-2.784547476
SMU_892,-2.830090189
SMU_893,-2.543354814
SMU_895,-4.409390936
SMU_896,-2.304153393
SMU_897,-2.063343427
SMU_898,-4.317549654
SMU_899,-2.847936733
SMU_89c,-2.563982304
SMU_900,-7.225609134
SMU_901,-6.189824559
SMU_902,-2.267884765
SMU_905,-2.306305764
SMU_906,-2.459656052
SMU_909,-2.591488434
SMU_91,-4.657732071
SMU_910,-2.520749123
SMU_911c,-2.2410081
SMU_913,-1.31757169
SMU_914c,-1.709022381
SMU_915c,-1.644388779
SMU_916c,-1.079619957
SMU_917c,-1.855024885
SMU_919c,-1.755730937
SMU_921,-2.131722062
SMU_922,-3.476196501
SMU_923,-3.362570079
SMU_924,-2.602550252
SMU_925,-2.616138397
SMU_926,-0.630581281
SMU_927,-3.13652686
SMU_928,-2.535506971
SMU_929c,-1.930606665
SMU_92c,-2.791099031
SMU_930c,-1.544909251
SMU_932,-2.474470413
SMU_933,-2.095892095
SMU_934,-2.65055688
SMU_935,-2.816958697
SMU_936,-2.687290435
SMU_937,-5.744161096
SMU_938,-0.930640801
SMU_939,
SMU_93c,-3.172946353
SMU_940c,-8.521703744
SMU_941c,-4.283792966
SMU_942,5.700439718
SMU_943c,-2.321928095
SMU_944,
SMU_946,-2.992684616
SMU_947,
SMU_948,-5.356248168
SMU_949,-9.463751408
SMU_94c,-1.649813645
SMU_950,
SMU_951,-1.788414334
SMU_952,-2.348512581
SMU_953c,-1.934411658
SMU_954,-2.406725535
SMU_955,-2.090946211
SMU_956,-2.371624469
SMU_957,
SMU_958,-3.544320516
SMU_959c,
SMU_96,-0.796204798
SMU_960,
SMU_961,-2.642822247
SMU_962,-2.192962091
SMU_963c,-2.533815296
SMU_965,0.584962501
SMU_966,0
SMU_967,-6.323930448
SMU_968,-8.658211483
SMU_969,-9.483815777
SMU_97,0.584962501
SMU_970,-6.738767837
SMU_971,-8.562624039
SMU_972,-0.232660757
SMU_973,-2.803152215
SMU_974,-3.161862416
SMU_975,-3.199232061
SMU_976,-1.852954428
SMU_977,-2.571274589
SMU_980,-2.393165319
SMU_981,-2.330483761
SMU_982,-2.225232373
SMU_983,-2.710858761
SMU_984,-2.588240339
SMU_985,-1.863892408
SMU_986c,-2.561436998
SMU_987,-2.702177474
SMU_988,-4.237176238
SMU_989,-1
SMU_99,
SMU_990,-3.733475309
SMU_991,-2.873449425
SMU_992,-2.823099511
SMU_993,1.321928095
SMU_994,-4.003105911
SMU_995,-2.413397141
SMU_996,-2.240383932
SMU_997,-2.655229364
SMU_998,-2.544434694
SMU_999,-2.910515459
SMU_r01,
SMU_r02,
SMU_r03,
SMU_r04,
SMU_r05,
SMU_r06,
SMU_r07,
SMU_r08,
SMU_r09,
SMU_r10,
SMU_r11,
SMU_r12,
SMU_r13,
SMU_r14,
SMU_r15,
SMU_t01,
SMU_t02,
SMU_t03,
SMU_t04,
SMU_t05,
SMU_t06,
SMU_t07,
SMU_t08,
SMU_t09,
SMU_t10,
SMU_t11,
SMU_t12,
SMU_t13,
SMU_t14,
SMU_t15,
SMU_t16,
SMU_t17,
SMU_t18,-0.452512205
SMU_t19,
SMU_t20,-2.805887277
SMU_t21,
SMU_t22,
SMU_t23,
SMU_t24,
SMU_t25,-3.603186259
SMU_t26,-1.584962501
SMU_t27,-1.584962501
SMU_t28,
SMU_t29,-3.562242424
SMU_t30,-0.943416472
SMU_t31,
SMU_t32,-5.044394119
SMU_t33,
SMU_t34,-3.359895945
SMU_t35,
SMU_t36,-2.191080615
SMU_t37,
SMU_t38,
SMU_t39,
SMU_t40,-1.197669992
SMU_t41,
SMU_t42,
SMU_t43,
SMU_t44,
SMU_t45,
SMU_t46,
SMU_t47,
SMU_t48,
SMU_t49,
SMU_t50,
SMU_t51,-1.614902772
SMU_t52,-2.453457718
SMU_t53,
SMU_t54,
SMU_t55,
SMU_t56,
SMU_t57,
SMU_t58,
SMU_t59,
SMU_t60,
SMU_t61,
SMU_t62,-5.279471296
SMU_t63,-4.589963182
SMU_t64,-4.95419631
SMU_t65,-2.863678529
